"","Date","Color","Breed","Sex","State","Name","DateCreated","Year","Month","Day","Wday"
"240",2011-09-01,"Black & White Tuxedo Style","Dsh Cat","M/N","Lost","Louie (luongo)",2011-09-29,"2011","9",1,"Thurs"
"241",2011-09-30,"Gry Body Yllw Head Orng Cheeks","Cockatiel","M","Lost","Willie",2011-09-02,"2011","9",30,"Fri"
"242",2011-09-04,"Brown/beige","Timberwolf X Malamute","M","Lost","Timber",2011-09-04,"2011","9",4,"Sun"
"243",2011-09-06,"White","Bichon Frise","F/S","Lost","Lisha",2011-09-06,"2011","9",6,"Tues"
"244",2011-09-08,"Black","Poodle Terrier Mix","","Lost","Coquette",2011-09-08,"2011","9",8,"Thurs"
"245",2011-09-09,"Black & White","Pigeon","X","Lost","Jannat",2011-09-09,"2011","9",9,"Fri"
"246",2011-09-12,"Orange/brown","Pomeranian","F","Lost","Foxie",2011-09-12,"2011","9",12,"Mon"
"247",2011-09-13,"Black W/grey Patches","Mixed","F/S","Lost","Abby",2011-09-13,"2011","9",13,"Tues"
"248",2011-09-14,"Black","German Pincher","M","Lost","No Name",2011-09-14,"2011","9",14,"Wed"
"249",2011-09-14,"White/beige","Shih Tzu X","F","Lost","Luna",2011-09-14,"2011","9",14,"Wed"
"250",2011-09-15,"Mostly Black With White Paws,","Border Collie","M","Lost","Dee O Jay",2011-09-15,"2011","9",15,"Thurs"
"251",2011-09-15,"Black & White","Border Collie","M/N","Lost","Buddy",2011-09-15,"2011","9",15,"Thurs"
"252",2011-09-16,"Black","Lab","F","Lost","Eudora",2011-09-16,"2011","9",16,"Fri"
"253",2011-09-18,"Orange & White","Chihuahua","F","Lost","Lily",2011-09-18,"2011","9",18,"Sun"
"254",2011-09-18,"Dark Grey W/white(shaggy Hair)","Cairn Terrier X (senior 10yrs)","F/S","Lost","Daisy",2011-09-18,"2011","9",18,"Sun"
"255",2011-09-20,"Black & White","Border Collie","F/S","Lost","Jessie",2011-09-20,"2011","9",20,"Tues"
"256",2011-09-20,"Mostly Blk Gry/wht Spot Chest","German Shepherd/blue Heeler X","M","Lost","Cairo",2011-09-20,"2011","9",20,"Tues"
"257",2011-09-22,"Black & White","Dsh Cat","M/N","Lost","Slammo",2011-09-22,"2011","9",22,"Thurs"
"258",2011-09-24,"Black & White","Poodle X Shihtzu","M/N","Lost","Winston",2011-09-24,"2011","9",24,"Sat"
"259",2011-09-24,"","Min Pin X Jack Russel","","Lost","Minakin",2011-09-24,"2011","9",24,"Sat"
"260",2011-09-24,"Black & White","Dsh Cat","M/N","Lost","Tom",2011-09-26,"2011","9",24,"Sat"
"261",2011-09-27,"Grey W/silver Markings","Cairn Terrier X","F/S","Lost","Daisy",2011-09-27,"2011","9",27,"Tues"
"262",2011-10-02,"White/black","Presa Canario","F","Lost","Icey",2011-10-03,"2011","10",2,"Sun"
"263",2011-10-04,"Grey & White","Havanese","F","Lost","Kiwi",2011-10-04,"2011","10",4,"Tues"
"264",2011-10-07,"Brownish Tint W/ Blue Eyes","Siamesse X Teddy","M/N","Lost","No Name",2011-10-07,"2011","10",7,"Fri"
"265",2011-10-07,"Beige And Black","Pomeranian","","Lost","Simba",2011-10-07,"2011","10",7,"Fri"
"266",2011-10-11,"Salt & Pepper","Min Schnauzer","M","Lost","Simba",2011-10-11,"2011","10",11,"Tues"
"267",2011-10-11,"Dark Brown/black","Lab X","M/N","Lost","Buddha",2011-10-11,"2011","10",11,"Tues"
"268",2011-10-09,"White/black","French Bulldog","M/N","Lost","Yoda",2011-10-11,"2011","10",9,"Sun"
"269",2011-10-11,"White W/ Black Dots","French Bulldog","M/N","Lost","Yoda",2011-10-11,"2011","10",11,"Tues"
"270",2011-10-12,"Sesame","Shiba Inu","M/N","Lost","Georgey (aka Copperstone )",2011-10-12,"2011","10",12,"Wed"
"271",2011-10-14,"Black & Brown","German Shepard X","M/N","Lost","Rex",2011-10-14,"2011","10",14,"Fri"
"272",2011-10-14,"White","Maltipoo","M","Lost","Bebe Or Yucci",2011-10-14,"2011","10",14,"Fri"
"273",2011-10-15,"","Blue Heeler","","Lost","Buddy",2011-10-15,"2011","10",15,"Sat"
"274",2011-10-15,"Black & White","Dmh Cat","F","Lost","Bumbalina",2011-10-17,"2011","10",15,"Sat"
"275",2011-10-18,"Black, White, Tanned Spotted","Border Colie/healer Mix","F","Lost","Zara",2011-10-18,"2011","10",18,"Tues"
"276",2011-10-20,"Orange /deformed Ear","Dlh","M","Lost","Dennis",2011-10-20,"2011","10",20,"Thurs"
"277",2011-10-20,"Brown/fawn","Mut/dezi Dogs","F/S","Lost","Tika",2011-10-21,"2011","10",20,"Thurs"
"278",2011-10-20,"Grey & White","Cat - Machoon","F/S","Lost","Loumis",2011-10-21,"2011","10",20,"Thurs"
"279",2011-10-16,"Black/tan/orange","Bangle Cat","F/S","Lost","Shenpa",2011-10-21,"2011","10",16,"Sun"
"280",2011-10-23,"White","Pointer","M/N","Unknown","Butchie",2011-10-23,"2011","10",23,"Sun"
"281",2011-10-23,"Snow White","Cat - Machoon","M/N","Lost","Dray",2011-10-24,"2011","10",23,"Sun"
"282",2011-10-22,"White","Dsh Cat","F/S","Lost","Lyra",2011-10-24,"2011","10",22,"Sat"
"283",2011-10-25,"White/tan Spots","Terrier","M","Lost","Cooper",2011-10-25,"2011","10",25,"Tues"
"284",2011-10-25,"Grey & White","Shih-tzu","F","Lost","Loklok Douglas",2011-10-25,"2011","10",25,"Tues"
"285",2011-10-26,"White-fluffy","Persian X (no Smushed Face)","X","Lost","Dray",2011-10-26,"2011","10",26,"Wed"
"286",2011-10-26,"Black/ Tri Colour","Schnauzer X Scottie X","M/N","Lost","Forrest",2011-10-26,"2011","10",26,"Wed"
"287",2011-11-22,"Tan & White","Pit Bull X","F","Matched","Phoenix",2011-11-22,"2011","11",22,"Tues"
"288",2011-11-25,"White","Maltese X","M","Matched","Bufont",2011-11-25,"2011","11",25,"Fri"
"289",2011-10-28,"Black","Tibetan Terrier X Toy Poodle","F/S","Lost","Nooshi",2011-10-28,"2011","10",28,"Fri"
"290",2011-10-30,"Black & White","European Short Hairt Mix","F","Lost","Sashimi Or Flo Flo",2011-10-30,"2011","10",30,"Sun"
"291",2011-10-31,"Gold","Cocker Spaniel","F/S","Lost","Ginger",2011-10-31,"2011","10",31,"Mon"
"292",2011-11-01,"Tortishell","Dsh","F/S","Lost","Suddles",2011-11-01,"2011","11",1,"Tues"
"293",2011-11-01,"Brown & White","Shihtzu X Bichon","M","Lost","Buddy",2011-11-01,"2011","11",1,"Tues"
"294",2011-11-03,"Black & Tan","Rottweiler","X","Lost","River",2011-11-03,"2011","11",3,"Thurs"
"295",2011-10-31,"Tri Colour","Collie X","M","Matched","Rocko",2011-11-04,"2011","10",31,"Mon"
"296",2011-11-06,"Brown (very Short Haircut)","Poodle","M","Lost","Bobbie",2011-11-06,"2011","11",6,"Sun"
"297",2011-11-08,"Cream Colored","Dlh","F/S","Lost","Meow Meow",2011-11-08,"2011","11",8,"Tues"
"298",2011-11-04,"Light Brown","Standard Poodle","M/N","Lost","Yau Yau",2011-11-08,"2011","11",4,"Fri"
"299",2011-11-10,"White W/ Brindle Patches","Whippet","M/N","Lost","Ozzie",2011-11-10,"2011","11",10,"Thurs"
"300",2011-11-10,"Blonde","Cocker Spaniel","M","Lost","Bailey",2011-11-10,"2011","11",10,"Thurs"
"301",2011-11-11,"Blonde","Cockapoo","M","Lost","Milo",2011-11-11,"2011","11",11,"Fri"
"302",2011-11-11,"Grey Muted Tortoise Shell","Dsh","F","Lost","Rosy",2011-11-11,"2011","11",11,"Fri"
"303",2011-11-08,"Cream/blonde","Cat (rag Doll)","M","Lost","No Name",2011-11-12,"2011","11",8,"Tues"
"304",2011-11-12,"Black","Labrador","M/N","Lost","Gunther",2011-11-12,"2011","11",12,"Sat"
"305",2011-11-09,"Black & White","Dsh Cat","M/N","Lost","Louie",2011-11-12,"2011","11",9,"Wed"
"306",2011-11-13,"Black With White On Belly","Dmh","M/N","Lost","Louie",2011-11-13,"2011","11",13,"Sun"
"307",2011-11-24,"Black & Grey","Rottweiler X","F","Matched","Roxanne",2011-11-24,"2011","11",24,"Thurs"
"308",2011-11-26,"Brown","Rotti X","F","Matched","Roxanne",2011-11-26,"2011","11",26,"Sat"
"309",2011-11-30,"Orange","N.S Duck Tolling Retreiver","M/N","Matched","Timmy",2011-11-30,"2011","11",30,"Wed"
"310",2011-12-02,"Brindle W/ White Boots","Pit Bull X Boxer","F","Matched","No Name",2011-12-02,"2011","12",2,"Fri"
"311",2011-12-03,"Wheaton","Wheaton Terrier","M","Matched","Cargo",2011-12-03,"2011","12",3,"Sat"
"312",2011-12-03,"Fawn","Pug/beagle Cross","M","Matched","Obi",2011-12-03,"2011","12",3,"Sat"
"313",2011-12-15,"Black","Mixed ( Collie X Hound)","F/S","Matched","Rocky",2011-12-15,"2011","12",15,"Thurs"
"314",2011-12-19,"Black","Lab X","F/S","Matched","Zoey",2011-12-18,"2011","12",19,"Mon"
"315",2011-11-15,"White And Brown Calico","Dsh","F/S","Lost","Mavis",2011-11-15,"2011","11",15,"Tues"
"316",2011-11-15,"White/black/gold","Shih Tzu X Chihuahua","F/S","Lost","Bailey",2011-11-15,"2011","11",15,"Tues"
"317",2011-11-15,"Red","Miniature Pinscher","F","Lost","Chanel",2011-11-16,"2011","11",15,"Tues"
"318",2011-11-13,"Blonde/drk Grey/white","Siamese","F/S","Lost","Meenu",2011-11-17,"2011","11",13,"Sun"
"319",2011-11-18,"Tri Colour","Beagle","F/S","Lost","Katie",2011-11-18,"2011","11",18,"Fri"
"320",2011-11-18,"White","Poodle/maltese","F","Lost","Pame",2011-11-18,"2011","11",18,"Fri"
"321",2011-11-19,"Grey","Dlh","M/N","Lost","Niro",2011-11-21,"2011","11",19,"Sat"
"322",2011-11-23,"Beige/dipped Paws/star On Head","Himalayan/siamese","M","Lost","Simba",2011-11-23,"2011","11",23,"Wed"
"323",2011-11-24,"Grey & White","Dsh Cat","M","Lost","Migo",2011-12-06,"2011","11",24,"Thurs"
"324",2011-11-19,"White","Teacup Chihuahua","M","Lost","Eddie",2011-12-08,"2011","11",19,"Sat"
"325",2011-11-25,"Black W/little Brown","Doberman X","F","Found","Marcie Or Loubo (rescue Dog)",2011-11-25,"2011","11",25,"Fri"
"326",2011-11-25,"Red","Min Poodle","M","Lost","Macbo",2011-11-25,"2011","11",25,"Fri"
"327",2011-11-28,"Black ( Plush ) W/white Blaze","Shiba Inu","F/S","Lost","Kuma",2011-11-28,"2011","11",28,"Mon"
"328",2011-11-29,"White","Bichon Frise","F/S","Lost","Lisha",2011-11-29,"2011","11",29,"Tues"
"329",2011-11-29,"Black & Tan","Welsh Terrier","M","Lost","Oscar",2011-11-29,"2011","11",29,"Tues"
"330",2011-11-26,"Brown/tan","Siamese X","F/S","Lost","Cleo",2011-11-29,"2011","11",26,"Sat"
"331",2011-11-29,"Black & Tan","Germ Shep X","M/N","Lost","Rufus",2011-12-02,"2011","11",29,"Tues"
"332",2011-11-30,"Brown & White","Dsh Tabby Cat","M/N","Lost","Romeo",2011-12-06,"2011","11",30,"Wed"
"333",2011-12-21,"White And Grey And Black","Husky","M/N","Matched","Blaze",2011-12-21,"2011","12",21,"Wed"
"334",2011-12-22,"Black & Brown","Rottweiler X","F/S","Matched","Tia",2011-12-22,"2011","12",22,"Thurs"
"335",2011-12-24,"Tan & White","Rottweiler","F","Matched","No Name",2011-12-24,"2011","12",24,"Sat"
"336",2011-12-27,"Blonde","Husky X Lab","M/N","Matched","Atticus",2011-12-27,"2011","12",27,"Tues"
"337",2011-12-28,"Golden","Cocker Spaniel","F","Matched","Ruby",2011-12-28,"2011","12",28,"Wed"
"338",2011-12-31,"Doldish/red","Shiba Inu","F/S","Matched","Hachi",2011-12-31,"2011","12",31,"Sat"
"339",2011-12-02,"Tan/black On Spine White Paws","Puggle","M","Lost","Obi",2011-12-02,"2011","12",2,"Fri"
"340",2011-12-02,"Black & Brown","Pitbull X (puppy)","F","Lost","Hope",2011-12-02,"2011","12",2,"Fri"
"341",2011-12-02,"Tan","German Shepherd","M/N","Lost","Bobo",2011-12-02,"2011","12",2,"Fri"
"342",2011-12-02,"Brown","Labrador","M/N","Lost","Coco",2011-12-02,"2011","12",2,"Fri"
"343",2011-12-03,"Black & Brown","German Shepherd","","Lost","Raja",2011-12-03,"2011","12",3,"Sat"
"344",2011-12-05,"Black & Tan","Min Pin X Terrier","F/S","Lost","Macie (new Name For The Dog)",2011-12-05,"2011","12",5,"Mon"
"345",2011-12-04,"White And Brown And Black Long","Cat","F","Lost","No Name",2011-12-06,"2011","12",4,"Sun"
"346",2011-12-07,"Black & Tan","Bengal Cat","M/N","Lost","Mcgarry",2011-12-21,"2011","12",7,"Wed"
"347",2012-01-02,"Grey- Dark & Light","Irish Wolfhound X","F/S","Matched","Adah",2012-01-02,"2012","1",2,"Mon"
"348",2012-01-04,"Black","Poodle X","F/S","Matched","Mara",2012-01-04,"2012","1",4,"Wed"
"349",2012-01-05,"Brown & White","Border Collie","F/S","Matched","Macy",2012-01-05,"2012","1",5,"Thurs"
"350",2012-01-05,"Grey & White","Wolf Hybrid","F/S","Matched","Luna",2012-01-05,"2012","1",5,"Thurs"
"351",2012-01-05,"Mostly Black - Some Brn/wht","Shepherd X","M","Matched","Lucky",2012-01-05,"2012","1",5,"Thurs"
"352",2012-01-10,"Golden","Lab","F/S","Matched","Daisy",2012-01-10,"2012","1",10,"Tues"
"353",2012-01-10,"Black","Lab","M","Matched","Tucker",2012-01-10,"2012","1",10,"Tues"
"354",2011-12-11,"Brown & White","Brittany Spaniel","F","Lost","Zilla",2011-12-11,"2011","12",11,"Sun"
"355",2011-12-12,"Tan","Terrier X","F/S","Lost","Luna",2011-12-12,"2011","12",12,"Mon"
"356",2011-12-15,"Red Brindle","Greyhound","F/S","Lost","Annie",2011-12-15,"2011","12",15,"Thurs"
"357",2011-12-14,"Brown & White","Pointer X","M/N","Lost","Bruin",2011-12-15,"2011","12",14,"Wed"
"358",2011-12-15,"Blonde","Golden Retriever","M/N","Lost","Sherman",2011-12-15,"2011","12",15,"Thurs"
"359",2011-12-16,"Chocolate Brown/white On Chest","German Short Haired Pointer","M/N","Lost","Bruin",2011-12-16,"2011","12",16,"Fri"
"360",2011-12-17,"Black","Dsh Cat","F/S","Lost","Zena",2011-12-21,"2011","12",17,"Sat"
"361",2012-01-12,"Black & Tan","Rotti","F/S","Matched","Maia",2012-01-12,"2012","1",12,"Thurs"
"362",2012-01-13,"Black & Orange","Shepherd X (5 Months Old)","M","Matched","Hennessy",2012-01-13,"2012","1",13,"Fri"
"363",2012-01-13,"Black/orange","Pitbull X (5 Mnths Old)","M","Matched","Haze",2012-01-13,"2012","1",13,"Fri"
"364",2012-01-18,"White/black","Husky X Shepherd","F","Matched","Luna",2012-01-18,"2012","1",18,"Wed"
"365",2011-12-20,"White/brown/tan","Papillon X","F/S","Lost","Koko",2011-12-20,"2011","12",20,"Tues"
"366",2011-12-20,"Grey & White","Dmh Cat","M/N","Lost","Ziggy",2011-12-21,"2011","12",20,"Tues"
"367",2011-12-21,"Brown","Shih Tzu X 2","M","Lost","Peanut And Hersey",2011-12-21,"2011","12",21,"Wed"
"368",2011-12-21,"Black","Labrador X","F/S","Lost","Cedar",2011-12-21,"2011","12",21,"Wed"
"369",2011-12-22,"Grey/blk Tabby","Cat","M","Lost","Lucy",2011-12-25,"2011","12",22,"Thurs"
"370",2011-12-29,"White/grey/black","Terrier","F","Lost","Ayla",2011-12-29,"2011","12",29,"Thurs"
"371",2012-01-02,"Brown & Black & White","Min Pin","F","Lost","Bella",2012-01-02,"2012","1",2,"Mon"
"372",2012-01-02,"Black & White","Greyhound/collie Mix","","Lost","Paro",2012-01-02,"2012","1",2,"Mon"
"373",2012-01-05,"Tri Colour","Beagle","M/N","Lost","Pita",2012-01-05,"2012","1",5,"Thurs"
"374",2012-01-22,"White/black/tan","Husky X","F/S","Matched","Katie",2012-01-23,"2012","1",22,"Sun"
"375",2012-01-25,"White","Japanese Spitz","F/S","Matched","Abby",2012-01-25,"2012","1",25,"Wed"
"376",2012-01-30,"Black","Pug","M/N","Matched","Puck",2012-01-30,"2012","1",30,"Mon"
"377",2011-12-18,"Black/brown Brindle","Bull Terrier","F/S","Lost","Rosie",2012-01-30,"2011","12",18,"Sun"
"378",2012-02-06,"Brown & White","Amer Bulldog X","M/N","Matched","Boda",2012-02-06,"2012","2",6,"Mon"
"379",2012-02-07,"White/ W/ Brown Mask","Pom X","M","Matched","Zeke",2012-02-07,"2012","2",7,"Tues"
"380",2012-02-08,"Black, Grey Scruffy","Chihuahua Mix Terrier","M","Matched","Toto",2012-02-08,"2012","2",8,"Wed"
"381",2012-02-08,"Black","Staff","M","Matched","Devil",2012-02-08,"2012","2",8,"Wed"
"382",2012-01-10,"Brindle & White","Amer. Bulldog","M/N","Lost","Caesar",2012-01-10,"2012","1",10,"Tues"
"383",2012-01-15,"Brown","Miniature Schnauzer","M/N","Lost","Scooter",2012-01-15,"2012","1",15,"Sun"
"384",2012-01-16,"Brown","Toy Poodle","M","Lost","Chico",2012-01-16,"2012","1",16,"Mon"
"385",2012-02-16,"Black","Lab","F/S","Matched","Lucky",2012-02-16,"2012","2",16,"Thurs"
"386",2012-02-17,"Black & White","Pomeranian","M","Matched","Pepe",2012-02-17,"2012","2",17,"Fri"
"387",2012-01-23,"Choco Pnt Siamese","Cat","M/N","Lost","Tai",2012-01-23,"2012","1",23,"Mon"
"388",2012-01-23,"Black & Tan","Doberman X Staffy","M/N","Lost","Hunter",2012-01-23,"2012","1",23,"Mon"
"389",2012-01-25,"Grey & White","Min Schnauzer","M","Lost","Faust",2012-01-25,"2012","1",25,"Wed"
"390",2012-01-26,"Grey/gold","Yorkshire Terrier","M/N","Lost","Oliver",2012-01-26,"2012","1",26,"Thurs"
"391",2012-01-26,"Fawn With Brindle/white Chest","Bulldog","F","Lost","Lucy",2012-01-26,"2012","1",26,"Thurs"
"392",2012-01-27,"Black","Chihuahua","M","Lost","Sebastian",2012-01-27,"2012","1",27,"Fri"
"393",2012-01-27,"Fawn","Pug","F/S","Lost","Sophie",2012-01-27,"2012","1",27,"Fri"
"394",2012-01-29,"White","Maltese","M/N","Lost","Prince",2012-01-29,"2012","1",29,"Sun"
"395",2012-01-29,"Orange Tabby","Dmh","M/N","Lost","Frisket",2012-01-29,"2012","1",29,"Sun"
"396",2012-01-29,"White","Husky","M","Lost","Heyjoy",2012-01-29,"2012","1",29,"Sun"
"397",2012-01-30,"","Mini Schnauzer","","Lost","Kirby",2012-01-30,"2012","1",30,"Mon"
"398",2012-01-31,"White","Maltese X","M/N","Lost","Prince",2012-01-31,"2012","1",31,"Tues"
"399",2012-02-01,"Ginger W/chest & Toes","Bull Mastiff X Pit","M/N","Lost","Jakub",2012-02-01,"2012","2",1,"Wed"
"400",2012-02-02,"Black","Lab","M","Lost","Paladin",2012-02-02,"2012","2",2,"Thurs"
"401",2012-02-03,"Black & Tan","Rotti","M","Lost","Samson",2012-02-03,"2012","2",3,"Fri"
"402",2012-02-04,"Brown","Yorkie Cross","M/N","Lost","Charlie",2012-02-04,"2012","2",4,"Sat"
"403",2012-02-06,"Black","Lab X","M/N","Lost","Jack",2012-02-06,"2012","2",6,"Mon"
"404",2012-02-06,"Black & Tan","Terrier X - Long Haired","M/N","Lost","Charlie",2012-02-06,"2012","2",6,"Mon"
"405",2012-02-07,"White/tan","Chihuahua/japanese Chin X","F","Lost","Honey",2012-02-07,"2012","2",7,"Tues"
"406",2012-02-07,"Tan","Retreiver X","M/N","Lost","Bika",2012-02-07,"2012","2",7,"Tues"
"407",2012-02-08,"Orange","Tabby","M/N","Lost","Ronnie",2012-02-08,"2012","2",8,"Wed"
"408",2012-02-09,"Tan","Chihuahua","M","Lost","Nemo",2012-02-09,"2012","2",9,"Thurs"
"409",2012-02-12,"Rotweiler Colors","Mix German Shepherd","F","Lost","Fluff",2012-02-12,"2012","2",12,"Sun"
"410",2012-02-14,"Sable","Sheltie X","F","Lost","Lucy",2012-02-14,"2012","2",14,"Tues"
"411",2012-02-22,"Grey/black - Top White- Bottom","Cat","F","Lost","Bella",2012-02-22,"2012","2",22,"Wed"
"412",2012-02-22,"Brown","Chow","M/N","Matched","Momo",2012-02-22,"2012","2",22,"Wed"
"413",2012-02-22,"Black","Lab","M","Lost","George",2012-02-22,"2012","2",22,"Wed"
"414",2012-02-22,"Black","Pitbull X","F","Matched","Duchess",2012-02-22,"2012","2",22,"Wed"
"415",2012-02-23,"Blue","Pit Bull","F","Lost","Chloe",2012-02-23,"2012","2",23,"Thurs"
"416",2012-02-23,"Black","Lab","M/N","Matched","Jackie",2012-02-23,"2012","2",23,"Thurs"
"417",2012-02-25,"Black & Tan","Rottweiler","M","Lost","No Name",2012-02-25,"2012","2",25,"Sat"
"418",2012-02-25,"Brown & White","Maltese X Shih Tzu","M","Lost","Cooper",2012-02-26,"2012","2",25,"Sat"
"419",2012-02-20,"Brown & Black & White","Australian Shepherd","F","Lost","Kayla/kindle?",2012-02-26,"2012","2",20,"Mon"
"420",2012-02-26,"Unknown","Siberian Husky","M","Lost","Aktis",2012-02-26,"2012","2",26,"Sun"
"421",2012-02-26,"White","Toy Poodle","M","Lost","Espay",2012-02-26,"2012","2",26,"Sun"
"422",2012-02-27,"Black & Tan","German Shepherd","F/S","Matched","Patterson",2012-02-27,"2012","2",27,"Mon"
"423",2012-02-28,"Orange/yellow/grey","Cockatiel","F","Lost","Zoe",2012-02-28,"2012","2",28,"Tues"
"424",2012-02-23,"Grey & Black - Dsh","Tabby Cat","M","Lost","Charlie",2012-02-28,"2012","2",23,"Thurs"
"425",2012-02-29,"White","Standard Poodle / Senior","M/N","Lost","Estay",2012-02-29,"2012","2",29,"Wed"
"426",2012-03-04,"Black & White","Sheltie","X","Matched","Babba",2012-03-04,"2012","3",4,"Sun"
"427",2012-03-06,"Grey/black","Poodle X Terrier","F/S","Matched","Roxanne",2012-03-06,"2012","3",6,"Tues"
"428",2012-03-08,"White","Poodle","M","Matched","Buddy",2012-03-08,"2012","3",8,"Thurs"
"429",2012-03-09,"Black","Small Dog","F","Matched","Lotus",2012-03-09,"2012","3",9,"Fri"
"430",2012-03-12,"White Face - Brown Down Back","Husky","F/S","Matched","Star",2012-03-12,"2012","3",12,"Mon"
"431",2012-03-12,"Chocolate","Lab","F/S","Matched","Latte",2012-03-12,"2012","3",12,"Mon"
"432",2012-02-20,"White/black/gold","Pomeranian X","M/N","Lost","Charlie",2012-03-12,"2012","2",20,"Mon"
"433",2012-02-20,"Black/white/gold","Shih Tzu X","M/N","Lost","Charlie",2012-03-12,"2012","2",20,"Mon"
"434",2012-03-16,"Ginger & White","King Charles Spaniel","M/N","Matched","Macduff",2012-03-16,"2012","3",16,"Fri"
"435",2012-03-16,"Black & White","Border Collie","F/S","Lost","Ozzy",2012-03-16,"2012","3",16,"Fri"
"436",2012-03-20,"White - Curly Hair (small)","Unknown","M","Matched","Banjo",2012-03-20,"2012","3",20,"Tues"
"437",2012-03-20,"Black & Tan","German Sheperd","F/S","Matched","Brandy",2012-03-20,"2012","3",20,"Tues"
"438",2012-03-21,"Tan","Pug X","M/N","Matched","Mcleod",2012-03-22,"2012","3",21,"Wed"
"439",2012-03-25,"Tri Colour","Corgi","M","Matched","Wado (male)",2012-03-25,"2012","3",25,"Sun"
"440",2012-03-28,"Cream","Shiba Inu","F","Matched","Shanni",2012-03-28,"2012","3",28,"Wed"
"441",2012-02-14,"Brown","Pug","F/S","Lost","Juju",2012-02-14,"2012","2",14,"Tues"
"442",2012-02-22,"Black & White","Shih Tzu","F/S","Lost","Hoya",2012-02-28,"2012","2",22,"Wed"
"443",2012-03-05,"Ginger Grey/black/white","Shitzu Poddle X","M/N","Lost","Tuxedo",2012-03-05,"2012","3",5,"Mon"
"444",2012-03-06,"","Cairn Terrier X","F/S","Lost","Roxy",2012-03-06,"2012","3",6,"Tues"
"445",2012-03-06,"Blonde & Tan","Shih Tzu X Poodle","M/N","Lost","Tuxedo",2012-03-06,"2012","3",6,"Tues"
"446",2012-03-05,"Orange & White","Dsh","M/N","Lost","Tiger",2012-03-07,"2012","3",5,"Mon"
"447",2012-03-08,"Brown & Tan","Yorkie X","M/N","Lost","Lion",2012-03-08,"2012","3",8,"Thurs"
"448",2012-03-09,"Black & White","Blue Heeler","X","Lost","No Name",2012-03-09,"2012","3",9,"Fri"
"449",2012-03-07,"White With Grey Brown Tabby Sp","Dsh","F/S","Lost","Poppy",2012-03-09,"2012","3",7,"Wed"
"450",2012-03-09,"Grey/black","Blue Healer","F/S","Lost","Sidney",2012-03-09,"2012","3",9,"Fri"
"451",2012-03-15,"Grey","Yorkie X Shih Tzu","F/S","Lost","Molly",2012-03-15,"2012","3",15,"Thurs"
"452",2012-03-15,"White","Maltipoo X Poodle","M","Lost","Archie",2012-03-15,"2012","3",15,"Thurs"
"453",2012-03-16,"","Blue Nose Pitbull Puppy","F","Lost","No Name",2012-03-16,"2012","3",16,"Fri"
"454",2012-03-17,"Orange","Beagle/boxer/dachund","M/N","Lost","Bentley",2012-03-17,"2012","3",17,"Sat"
"455",2012-03-05,"White/black","Dmh Cat","M/N","Lost","Local",2012-03-28,"2012","3",5,"Mon"
"456",2012-04-05,"Brown & White","English Bulldogs","F/S","Matched","Zoe",2012-04-05,"2012","4",5,"Thurs"
